event_id,anonymous_session_id,workflow_stage,event_type,timestamp_bucket,consent_status,portal_version,event_source,created_at
EVT-4BAF0F2CDEF9,ANON-AE9E-5FE8,Start Claim,ENTERED,2026-08-02 07:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-02T07:43:52
EVT-F4F6F4B169DE,ANON-AE9E-5FE8,Start Claim,COMPLETED,2026-08-02 07:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-02T07:44:33
EVT-DC7D9C419486,ANON-AE9E-5FE8,Claim Type,ENTERED,2026-08-02 07:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-02T07:44:33
EVT-6E095C66BF57,ANON-AE9E-5FE8,Claim Type,COMPLETED,2026-08-02 07:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-02T07:45:14
EVT-C938BB3B0E44,ANON-AE9E-5FE8,Claim Details,ENTERED,2026-08-02 07:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-02T07:45:14
EVT-82EBE21A7AF4,ANON-AE9E-5FE8,Claim Details,COMPLETED,2026-08-02 07:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-02T07:46:03
EVT-3D9E9605E891,ANON-AE9E-5FE8,Document Upload,ENTERED,2026-08-02 07:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-02T07:46:03
EVT-BD155C34E0E3,ANON-AE9E-5FE8,Document Upload,COMPLETED,2026-08-02 07:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-02T07:46:14
EVT-C439EF3CDD5A,ANON-AE9E-5FE8,Review,ENTERED,2026-08-02 07:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-02T07:46:14
EVT-F1124C53B3D4,ANON-AE9E-5FE8,Review,COMPLETED,2026-08-02 07:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-02T07:46:25
EVT-76F823DDFBEA,ANON-AE9E-5FE8,Submit,ENTERED,2026-08-02 07:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-02T07:46:25
EVT-2379AE4A24B2,ANON-AE9E-5FE8,Submit,COMPLETED,2026-08-02 07:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-02T07:46:44
EVT-5D3080DE2CE0,ANON-AE9E-5FE8,Confirmation,ENTERED,2026-08-02 07:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-02T07:46:44
EVT-8EE40470815D,ANON-AE9E-5FE8,Confirmation,COMPLETED,2026-08-02 07:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-02T07:47:28
EVT-E9177EEF8E09,ANON-F875-1EBA,Login,ENTERED,2026-08-24 17:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-24T17:31:00
EVT-D2AA4628F8C9,ANON-F875-1EBA,Login,COMPLETED,2026-08-24 17:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-24T17:31:47
EVT-D808E9EC91AD,ANON-F875-1EBA,Start Claim,ENTERED,2026-08-24 17:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-24T17:31:47
EVT-9ADC71E943A5,ANON-F875-1EBA,Start Claim,COMPLETED,2026-08-24 17:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-24T17:32:12
EVT-B36E23667705,ANON-F875-1EBA,Claim Type,ENTERED,2026-08-24 17:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-24T17:32:12
EVT-9DF099E36109,ANON-F875-1EBA,Claim Type,COMPLETED,2026-08-24 17:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-24T17:33:06
EVT-7F74F43D2464,ANON-F875-1EBA,Claim Details,ENTERED,2026-08-24 17:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-24T17:33:06
EVT-70CBF7EF8F6F,ANON-F875-1EBA,Claim Details,COMPLETED,2026-08-24 17:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-24T17:33:25
EVT-4CE14F6E139D,ANON-F875-1EBA,Document Upload,ENTERED,2026-08-24 17:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-24T17:33:25
EVT-6F7FBCFD9A8F,ANON-F875-1EBA,Document Upload,COMPLETED,2026-08-24 17:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-24T17:33:42
EVT-D61AA2ABD4AB,ANON-F875-1EBA,Review,ENTERED,2026-08-24 17:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-24T17:33:42
EVT-BCC3DA84DA97,ANON-F875-1EBA,Review,COMPLETED,2026-08-24 17:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-24T17:34:34
EVT-1D7C69732920,ANON-F875-1EBA,Submit,ENTERED,2026-08-24 17:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-24T17:34:34
EVT-2A6885FD3D23,ANON-F875-1EBA,Submit,COMPLETED,2026-08-24 17:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-24T17:34:56
EVT-4E7D60F21500,ANON-F875-1EBA,Confirmation,ENTERED,2026-08-24 17:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-24T17:34:56
EVT-DA25A2B941E8,ANON-F875-1EBA,Confirmation,COMPLETED,2026-08-24 17:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-24T17:35:36
EVT-758E01C58BAD,ANON-7242-0A35,Login,ENTERED,2026-08-21 19:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-21T19:48:00
EVT-497878643156,ANON-7242-0A35,Login,COMPLETED,2026-08-21 19:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-21T19:48:36
EVT-F301B791CB75,ANON-7242-0A35,Start Claim,ENTERED,2026-08-21 19:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-21T19:48:36
EVT-09D2B4D747DE,ANON-7242-0A35,Start Claim,COMPLETED,2026-08-21 19:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-21T19:49:32
EVT-78098C971A0F,ANON-7242-0A35,Claim Type,ENTERED,2026-08-21 19:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-21T19:49:32
EVT-B85DF67D8AF3,ANON-7242-0A35,Claim Type,COMPLETED,2026-08-21 19:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-21T19:50:21
EVT-72B93D1A97A8,ANON-7242-0A35,Claim Details,ENTERED,2026-08-21 19:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-21T19:50:21
EVT-D88751F6985E,ANON-7242-0A35,Claim Details,COMPLETED,2026-08-21 19:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-21T19:50:42
EVT-3621076BC034,ANON-7242-0A35,Document Upload,ENTERED,2026-08-21 19:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-21T19:50:42
EVT-33E436F00281,ANON-7242-0A35,Document Upload,COMPLETED,2026-08-21 19:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-21T19:51:37
EVT-54CAE42E11A7,ANON-7242-0A35,Review,ENTERED,2026-08-21 19:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-21T19:51:37
EVT-D73C6FFF70CE,ANON-7242-0A35,Review,COMPLETED,2026-08-21 19:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-21T19:52:20
EVT-7C6F9D8A5F4F,ANON-7242-0A35,Submit,ENTERED,2026-08-21 19:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-21T19:52:20
EVT-5A23733A7A52,ANON-7242-0A35,Submit,COMPLETED,2026-08-21 19:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-21T19:52:48
EVT-538CC4A4BB75,ANON-7242-0A35,Confirmation,ENTERED,2026-08-21 19:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-21T19:52:48
EVT-5299A5353FDE,ANON-7242-0A35,Confirmation,COMPLETED,2026-08-21 19:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-21T19:53:39
EVT-E5F8B1CCDAF2,ANON-D1BB-9E58,Login,ENTERED,2026-08-08 00:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-08T00:15:00
EVT-463641D0BB31,ANON-D1BB-9E58,Login,COMPLETED,2026-08-08 00:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-08T00:15:25
EVT-2110BE4BD05F,ANON-D1BB-9E58,Start Claim,ENTERED,2026-08-08 00:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-08T00:15:25
EVT-452E3EA1F219,ANON-D1BB-9E58,Start Claim,COMPLETED,2026-08-08 00:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-08T00:15:44
EVT-5F349673B5FA,ANON-D1BB-9E58,Claim Type,ENTERED,2026-08-08 00:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-08T00:15:44
EVT-FC2FCA4F7B35,ANON-D1BB-9E58,Claim Type,COMPLETED,2026-08-08 00:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-08T00:16:42
EVT-ED48E04765AB,ANON-D1BB-9E58,Claim Details,ENTERED,2026-08-08 00:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-08T00:16:42
EVT-25B26D203A74,ANON-D1BB-9E58,Claim Details,COMPLETED,2026-08-08 00:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-08T00:17:23
EVT-46F5EF746B20,ANON-D1BB-9E58,Document Upload,ENTERED,2026-08-08 00:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-08T00:17:23
EVT-2F96DE647D8F,ANON-D1BB-9E58,Document Upload,ABANDONED,2026-08-08 00:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-08T00:17:41
EVT-7C601940120E,ANON-499E-7054,Login,ENTERED,2026-08-06 02:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-06T02:07:00
EVT-D79AAEA6A487,ANON-499E-7054,Login,COMPLETED,2026-08-06 02:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-06T02:07:37
EVT-9A54BEC09899,ANON-499E-7054,Start Claim,ENTERED,2026-08-06 02:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-06T02:07:37
EVT-ADEA18E76341,ANON-499E-7054,Start Claim,COMPLETED,2026-08-06 02:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-06T02:08:00
EVT-707C2BD42935,ANON-499E-7054,Claim Type,ENTERED,2026-08-06 02:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-06T02:08:00
EVT-8880A67717BA,ANON-499E-7054,Claim Type,COMPLETED,2026-08-06 02:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-06T02:08:21
EVT-B1325EAA3EB6,ANON-499E-7054,Claim Details,ENTERED,2026-08-06 02:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-06T02:08:21
EVT-CC5ADBE7FBA9,ANON-499E-7054,Claim Details,COMPLETED,2026-08-06 02:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-06T02:09:07
EVT-E4559B8FCF79,ANON-499E-7054,Document Upload,ENTERED,2026-08-06 02:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-06T02:09:07
EVT-BC9A9EBB010C,ANON-499E-7054,Document Upload,ERROR,2026-08-06 02:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-06T02:09:25
EVT-D1A115B1AE3B,ANON-499E-7054,Document Upload,COMPLETED,2026-08-06 02:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-06T02:09:19
EVT-BE60639FDF7A,ANON-499E-7054,Review,ENTERED,2026-08-06 02:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-06T02:09:19
EVT-1E769520CA9F,ANON-499E-7054,Review,COMPLETED,2026-08-06 02:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-06T02:09:42
EVT-9B30EDD599B4,ANON-499E-7054,Submit,ENTERED,2026-08-06 02:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-06T02:09:42
EVT-17691EB40C6C,ANON-499E-7054,Submit,COMPLETED,2026-08-06 02:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-06T02:10:24
EVT-5FD907DEB207,ANON-499E-7054,Confirmation,ENTERED,2026-08-06 02:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-06T02:10:24
EVT-06183D20B0FF,ANON-499E-7054,Confirmation,COMPLETED,2026-08-06 02:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-06T02:10:55
EVT-F2DA0885A7BB,ANON-BC94-CEBA,Login,ENTERED,2026-08-20 00:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-20T00:27:00
EVT-4F59F6463DB0,ANON-BC94-CEBA,Login,COMPLETED,2026-08-20 00:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-20T00:27:11
EVT-2E9F8AB392A4,ANON-BC94-CEBA,Start Claim,ENTERED,2026-08-20 00:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-20T00:27:11
EVT-D66A46159083,ANON-BC94-CEBA,Start Claim,COMPLETED,2026-08-20 00:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-20T00:27:36
EVT-1A8802DA2AAA,ANON-BC94-CEBA,Claim Type,ENTERED,2026-08-20 00:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-20T00:27:36
EVT-C6CD89FB0A1F,ANON-BC94-CEBA,Claim Type,COMPLETED,2026-08-20 00:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-20T00:27:46
EVT-CB6B7A07B8E4,ANON-BC94-CEBA,Claim Details,ENTERED,2026-08-20 00:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-20T00:27:46
EVT-B25A061EFA78,ANON-BC94-CEBA,Claim Details,COMPLETED,2026-08-20 00:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-20T00:28:21
EVT-A6ABCBB02659,ANON-BC94-CEBA,Document Upload,ENTERED,2026-08-20 00:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-20T00:28:21
EVT-8BB4AD1DBA50,ANON-BC94-CEBA,Document Upload,ABANDONED,2026-08-20 00:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-20T00:29:13
EVT-C180EC8F200A,ANON-952D-91E8,Login,ENTERED,2026-08-31 20:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-31T20:12:00
EVT-5CF85D6EA040,ANON-952D-91E8,Login,COMPLETED,2026-08-31 20:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-31T20:12:57
EVT-A11954F62CCE,ANON-952D-91E8,Start Claim,ENTERED,2026-08-31 20:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-31T20:12:57
EVT-DCEA8145EF39,ANON-952D-91E8,Start Claim,COMPLETED,2026-08-31 20:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-31T20:13:41
EVT-23708D0FC3F7,ANON-952D-91E8,Claim Type,ENTERED,2026-08-31 20:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-31T20:13:41
EVT-1EA32EC6EF59,ANON-952D-91E8,Claim Type,COMPLETED,2026-08-31 20:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-31T20:14:30
EVT-A85D0C15ACF3,ANON-952D-91E8,Claim Details,ENTERED,2026-08-31 20:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-31T20:14:30
EVT-B6913A262DF4,ANON-952D-91E8,Claim Details,COMPLETED,2026-08-31 20:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-31T20:15:09
EVT-4C8FBBC530BA,ANON-952D-91E8,Document Upload,ENTERED,2026-08-31 20:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-31T20:15:09
EVT-8292F90658A5,ANON-952D-91E8,Document Upload,COMPLETED,2026-08-31 20:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-31T20:15:41
EVT-76406147E565,ANON-952D-91E8,Review,ENTERED,2026-08-31 20:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-31T20:15:41
EVT-B33075B3E879,ANON-952D-91E8,Review,COMPLETED,2026-08-31 20:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-31T20:16:35
EVT-A7554E34BA74,ANON-952D-91E8,Submit,ENTERED,2026-08-31 20:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-31T20:16:35
EVT-9CCB41132E20,ANON-952D-91E8,Submit,COMPLETED,2026-08-31 20:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-31T20:16:47
EVT-89EFECD310AE,ANON-952D-91E8,Confirmation,ENTERED,2026-08-31 20:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-31T20:16:47
EVT-A5A29FA62005,ANON-952D-91E8,Confirmation,COMPLETED,2026-08-31 20:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-31T20:17:17
EVT-12A437D02E38,ANON-3DDD-E923,Login,ENTERED,2026-08-27 14:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-27T14:58:00
EVT-4123B3F425EC,ANON-3DDD-E923,Login,COMPLETED,2026-08-27 14:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-27T14:58:22
EVT-C33A559CA3E2,ANON-3DDD-E923,Start Claim,ENTERED,2026-08-27 14:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-27T14:58:22
EVT-51B2537F9CBC,ANON-3DDD-E923,Start Claim,COMPLETED,2026-08-27 14:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-27T14:58:52
EVT-B2EB80172092,ANON-3DDD-E923,Claim Type,ENTERED,2026-08-27 14:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-27T14:58:52
EVT-160CC0A3D6B9,ANON-3DDD-E923,Claim Type,COMPLETED,2026-08-27 14:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-27T14:59:27
EVT-39D8CCEF269A,ANON-3DDD-E923,Claim Details,ENTERED,2026-08-27 14:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-27T14:59:27
EVT-FA2B64189874,ANON-3DDD-E923,Claim Details,COMPLETED,2026-08-27 14:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-27T15:00:10
EVT-DB4555B1CED2,ANON-3DDD-E923,Document Upload,ENTERED,2026-08-27 15:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-27T15:00:10
EVT-A7EAE90DE9FA,ANON-3DDD-E923,Document Upload,ABANDONED,2026-08-27 15:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-27T15:00:56
EVT-37F0671AF00C,ANON-9BFE-1087,Login,ENTERED,2026-08-08 07:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-08T07:33:00
EVT-3D442438B4D9,ANON-9BFE-1087,Login,COMPLETED,2026-08-08 07:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-08T07:33:41
EVT-EBA382F57F22,ANON-9BFE-1087,Start Claim,ENTERED,2026-08-08 07:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-08T07:33:41
EVT-02288527CB4C,ANON-9BFE-1087,Start Claim,COMPLETED,2026-08-08 07:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-08T07:34:33
EVT-926D25EC4158,ANON-9BFE-1087,Claim Type,ENTERED,2026-08-08 07:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-08T07:34:33
EVT-8311E082F53B,ANON-9BFE-1087,Claim Type,COMPLETED,2026-08-08 07:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-08T07:35:13
EVT-1C579ADE9188,ANON-9BFE-1087,Claim Details,ENTERED,2026-08-08 07:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-08T07:35:13
EVT-056679E46664,ANON-9BFE-1087,Claim Details,ABANDONED,2026-08-08 07:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-08T07:35:28
EVT-72335A1BEF08,ANON-0A42-183F,Login,ENTERED,2026-08-27 20:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-27T20:24:00
EVT-8E21BF6129B1,ANON-0A42-183F,Login,COMPLETED,2026-08-27 20:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-27T20:24:36
EVT-06F8AF2B37A2,ANON-0A42-183F,Start Claim,ENTERED,2026-08-27 20:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-27T20:24:36
EVT-38F1D914DE0B,ANON-0A42-183F,Start Claim,COMPLETED,2026-08-27 20:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-27T20:25:36
EVT-742598C1AD3D,ANON-0A42-183F,Claim Type,ENTERED,2026-08-27 20:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-27T20:25:36
EVT-EFD0C9B43792,ANON-0A42-183F,Claim Type,COMPLETED,2026-08-27 20:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-27T20:26:10
EVT-D6C9DA7BB683,ANON-0A42-183F,Claim Details,ENTERED,2026-08-27 20:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-27T20:26:10
EVT-74CF3693A566,ANON-0A42-183F,Claim Details,COMPLETED,2026-08-27 20:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-27T20:26:30
EVT-3C11AF622615,ANON-0A42-183F,Document Upload,ENTERED,2026-08-27 20:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-27T20:26:30
EVT-9FD4A0EE5215,ANON-0A42-183F,Document Upload,ABANDONED,2026-08-27 20:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-27T20:27:30
EVT-418FA19DDE1C,ANON-354F-0891,Login,ENTERED,2026-08-23 18:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-23T18:07:00
EVT-56718EC5A7BD,ANON-354F-0891,Login,COMPLETED,2026-08-23 18:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-23T18:07:55
EVT-BD0784F4A074,ANON-354F-0891,Start Claim,ENTERED,2026-08-23 18:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-23T18:07:55
EVT-A213AADE61B4,ANON-354F-0891,Start Claim,COMPLETED,2026-08-23 18:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-23T18:08:08
EVT-971BA52DFF9C,ANON-354F-0891,Claim Type,ENTERED,2026-08-23 18:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-23T18:08:08
EVT-443D9C7EB2A9,ANON-354F-0891,Claim Type,COMPLETED,2026-08-23 18:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-23T18:08:32
EVT-C1A0F3C24A64,ANON-354F-0891,Claim Details,ENTERED,2026-08-23 18:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-23T18:08:32
EVT-FD686AF2AE0F,ANON-354F-0891,Claim Details,COMPLETED,2026-08-23 18:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-23T18:09:28
EVT-78907AF41626,ANON-354F-0891,Document Upload,ENTERED,2026-08-23 18:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-23T18:09:28
EVT-F965D9E68B19,ANON-354F-0891,Document Upload,ABANDONED,2026-08-23 18:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-23T18:10:24
EVT-8B897A41FA0C,ANON-1F0D-C428,Login,ENTERED,2026-08-11 17:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-11T17:22:00
EVT-9362828C57BA,ANON-1F0D-C428,Login,COMPLETED,2026-08-11 17:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-11T17:22:50
EVT-586D579ADF59,ANON-1F0D-C428,Start Claim,ENTERED,2026-08-11 17:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-11T17:22:50
EVT-698ABD18D51A,ANON-1F0D-C428,Start Claim,COMPLETED,2026-08-11 17:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-11T17:23:17
EVT-E30DA2229AF8,ANON-1F0D-C428,Claim Type,ENTERED,2026-08-11 17:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-11T17:23:17
EVT-B2843DFE64C7,ANON-1F0D-C428,Claim Type,COMPLETED,2026-08-11 17:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-11T17:23:41
EVT-DAB3DE184CFE,ANON-1F0D-C428,Claim Details,ENTERED,2026-08-11 17:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-11T17:23:41
EVT-E4EB0B536926,ANON-1F0D-C428,Claim Details,COMPLETED,2026-08-11 17:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-11T17:24:25
EVT-81E32B90B2F3,ANON-1F0D-C428,Document Upload,ENTERED,2026-08-11 17:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-11T17:24:25
EVT-A4B31C1A7412,ANON-1F0D-C428,Document Upload,ABANDONED,2026-08-11 17:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-11T17:25:20
EVT-792E61C68808,ANON-314C-BBD1,Login,ENTERED,2026-08-02 03:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-02T03:19:00
EVT-2B7B09004DC5,ANON-314C-BBD1,Login,COMPLETED,2026-08-02 03:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-02T03:19:59
EVT-5BD78267123E,ANON-314C-BBD1,Start Claim,ENTERED,2026-08-02 03:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-02T03:19:59
EVT-6F2C00AD46EA,ANON-314C-BBD1,Start Claim,COMPLETED,2026-08-02 03:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-02T03:20:26
EVT-A3523F42AA5A,ANON-314C-BBD1,Claim Type,ENTERED,2026-08-02 03:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-02T03:20:26
EVT-94ABA2120561,ANON-314C-BBD1,Claim Type,COMPLETED,2026-08-02 03:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-02T03:20:41
